strong	lemma	description_en	description_ja
4982	σώζω	106   σώζω (on the more accurate σῴζω, v. WH, Intr., § 410; Bl., §3, 1-3),     [in LXX chiefly for ישׁע hi., also for מלט ni., נצל ni., etc. ;]    to save from peril, injury or suffering: Mt 8:25, Mk 13:20, Lk 23:35, al.; τ. ψυχήν, Mt 16:25, al.; seq. ἐκ, Jo 12:27, He 5:7, Ju 5; of healing, restoring to health: Mt 9:22, Mk 5:34, al. In NT, esp. of salvation from spiritual disease and death, in which sense it is "spoken of in Scripture as either (1) past, (2) present, or (3) future, according as redemption, grace, or glory is the point in view. Thus (1) Ro 8:24, Eph 2:5,  8 II Ti 1:9, Tit 3:5; (2) Ac 2:47, I Co 1:18, 15:2, II Co 2:15; (3) Mt 10:22, Ro 13:11, Phl 2:12, He 9:28" (Vau. on Ro 5:9). Seq. ἀπό, Mt 1:21, Ac 2:40, Ro 5:9; ἐκ, Ja 5:20, Ju 23 (cf. Cremer, 532 ff.).	【語義】（σχοῖνος「い草」の指小形）縄、ロープ（本来は藺草で作られたもの）：ヨハ 2:15、使 27:32。
4983	σῶμα	142   σῶμα, -τος, τό,     [in LXX for גְּוִיָּה ,בָּשָׂר, etc., and for Aram. נְבֵלָה ;]    a body.     Prop., of the human body,       as always in Hom. (opp. to δέμας), of the dead body: Mt 27:58,  59 Mk 15:43, al.;        of the living body: Lk 11:34, I Co 6:13, al.; ἐν σ. εἶναι, He 13:3; as the instrument of the soul, τὰ διὰ τοῦ σ., II Co 5:10; opp. to πνεῦμα, Ro 8:10, I Co 5:3  7:4, Ja 2:26; to ψυχή, Mt 6:25  10:28, Lk 12:22 (cf. Wi 1:4, al.); to τὸ π. καὶ ἡ ψ., I Th 5:23; σ. ψυχικόν, opp. to σ. πνευματικόν, I Co 15:44; ὁ ναὸς τοῦ σ. αὐτοῦ (gen. epexeg.), Jo 2:21; τὸ σ. τ. ταπεινώσεως ἡμῶν (Hebraistic "gen. of definition"; M, Pr., 73 f.; Bl., §35, 5), opp. to τὸ σ. τ. δοξῆς αὐτοῦ, Phl 3:21; similarly, τὸ σ. τ. σαρκός, Col 1:22; σ. τοῦ θανάτου (subject to death), Ro 7:24; σ. τ. ἁμαρτίας, Ro 6:6;        periphr., ἀνθρώπου, then absol., σῶμα (Soph., Xen., al.), a person, and in later writers (Polyb., al.), a slave: Re 18:13 (cf. MM, i, ii, xxiv; Deiss., BS, 160).           Of the bodies of animals: living, Ja 3:3; dead, He 13:11 ( Ex 29:14, al.).      Of inanimate objects (cf. Eng. "heavenly bodies"): I Co 15:37,  38, 40 (Diod., al.).      Of any corporeal substance (Plat., al.): opp. to σκιά, Col 2:17. Metaph., of a number of persons united by a common bond; in NT, of the Church as the spiritual body of Christ: Ro 12:5, I Co 10:16, 17 12:13, 27, Eph 1:23  2:16 4:4, 12, 16 5:23, 30, Col 1:18, 24 2:19 3:15; ἓν σ. κ. ἓν πνεῦμα, Eph 4:4.	【語義】（< σχολή）暇である、そこから「時間・機会を持つ、専念する」：コリ一 7:5；物について「空いている、空である」：οἶκος「家」：マタ 12:44、ルカ 11:25。
4984	σωματικός	3 ** σωματικός, -ή, -όν    (< σῶμα),    [in LXX: IV Mac 1:32 3:1 * ;]     of or for the body, bodily: γυμνασία, I Ti 4:8;    (opp. to ἀσώματος) bodily, corporeal: εἶδος, Lk 3:22.†	【語義】暇、余暇。（後の用法で）議論・講義；講義の行われる場所、学校：使 19:9。
4985	σωματικῶς	1 * σωματικῶς      adv.,    bodily, corporeally: Col 2:9 (v. ICC, Lft., in l.).†	【語義】危険・害・苦難から救う：マタ 8:25、マコ 13:20、ルカ 23:35；τ. ψυχήν「命を」：マタ 16:25；ἐκ を伴って：ヨハ 12:27、ヘブ 5:7、ユダ 5；病を癒し健康を回復させることについて：マタ 9:22、マコ 5:34。新約では特に霊的な死と病からの救いについて用いられ、聖書において①過去のこと、②現在のこと、③将来のことのいずれかとして語られる：①救いの恵みとして：ロマ 8:24、エペ 2:5、8、テモ二 1:9、テト 3:5；②現在の救いとして：使 2:47、コリ一 1:18、15:2、コリ二 2:15；③将来の栄光としての救いとして：マタ 10:22、ロマ 13:11、ピリ 2:12、ヘブ 9:28。ἀπό を伴って：マタ 1:21、使 2:40、ロマ 5:9；ἐκ を伴って：ヤコ 5:20、ユダ 23。
4986	Σώπατρος	1 Σώπατρος, -ου, ὁ    Sopater: Ac 20:4.†	【語義】体。①人の体について：死体として：マタ 27:58、59、マコ 15:43；生きている体として：ルカ 11:34、コリ一 6:13；ἐν σ. εἶναι「体の中にある」：ヘブ 13:3；魂の器官として、τὰ διὰ τοῦ σ.「体を通してなされたこと」：コリ二 5:10；πνεῦμα と対比：ロマ 8:10、コリ一 5:3、7:4、ヤコ 2:26；ψυχή と対比：マタ 6:25、10:28、ルカ 12:22；σ. ψυχικόν（自然の体）と σ. πνευματικόν（霊の体）の対比：コリ一 15:44；ὁ ναὸς τοῦ σ. αὐτοῦ「彼の体という神殿」：ヨハ 2:21；τὸ σ. τ. ταπεινώσεως ἡμῶν「私たちの卑しい体」と τὸ σ. τ. δόξης αὐτοῦ「彼の栄光の体」の対比：ピリ 3:21；τὸ σ. τ. σαρκός「肉の体」：コロ 1:22；σ. τοῦ θανάτου「死に属する体」：ロマ 7:24；σ. τ. ἁμαρτίας「罪の体」：ロマ 6:6；転じて「人」、後期の用法で「奴隷」を意味することもある：黙 18:13。②動物の体について：生きているものとして：ヤコ 3:3；死んだものとして：ヘブ 13:11。③無生物について（「天体」のように）：コリ一 15:37、38、40。④あらゆる物体的実体について、σκιά（影）と対比：コロ 2:17。比喩的に、共通の絆によって結ばれた多くの人々の集まりについて、新約では特にキリストの霊的な体としての教会について：ロマ 12:5、コリ一 10:16、17、12:13、27、エペ 1:23、2:16、4:4、12、16、5:23、30、コロ 1:18、24、2:19、3:15；ἓν σ. κ. ἓν πνεῦμα「一つの体、一つの霊」：エペ 4:4。
4987	σωρεύω	2 σωρεύω     [in LXX: Pr 25:22 (חתה), Jth 15:11 * ;]     to heap on: c. acc. seq. ἐπί c. acc., Ro 12:20 (LXX) (Arist., al.);    to heap with: c. acc. et dat., metaph., ἁμαρτίαις, II Ti 3:6 (overwhelmed with, Field, Notes, 217) (Polyb.).†	【語義】（< σῶμα）体の、体のための：γυμνασία「体の鍛錬」：テモ一 4:8；（ἀσώματος と対比して）「身体的な、有形の」：εἶδος「形」：ルカ 3:22。
4988	Σωσθένης	2 Σωσθένης, -ου, ὁ    Sosthenes;      a Jewish ruler: Ac 18:7;      a Christian: I Co 1:1.†	【語義】（副詞）身体をもって、有形に：コロ 2:9。
4989	Σωσίπατρος	1 Σωσίπατρος, -ου, ὁ    Sosipater: Ro 16:21.†	【人物】ソパテロ：使 20:4。
4990	σωτήρ	24 σωτήρ, -ῆρος, ὁ    (< σώζω),    [in LXX for יֵשַׁע and cognate forms ;]     saviour, deliverer, preserver, a freq. epithet of kings in the Ptolemaic and Rom. periods (Deiss., BS, 83; LAE, 368 f.; MM, xxiv), in NT,      of God (as LXX: Ps 23 (24):5, Is 12:2, al.): Lk 1:47, I Ti 1:1 2:3 4:10, Tit 1:3 2:10 3:4, Ju 25;    of Christ: Lk 2:11, Ac 5:31 13:23, Phl 3:20; τ. κόσμου, Jo 4:42, I Jn 4:14 (for the general use of the word, v. Westc., in l.); ἡμῶν, II Ti 1:10, Tit 1:4 3:6; θεὸς (κύριος) καὶ σ. (v. Deiss., LAE, 3484; M, Pr., 84), Tit 2:13, II Pe 1:1, 11 2:20 3:2, 18; σ. τοῦ σώματος (i.e. of the Church; v.s. σῶμα, 5), Eph 5:23.†	【語義】積み上げる：acc.＋ἐπί＋acc. を伴って：ロマ 12:20（七十人訳）。〜で満たす、〜を負わせる：acc.＋与格を伴って、比喩的に、ἁμαρτίαις「罪を積み重ねた」：テモ二 3:6。
4991	σωτηρία	46 σωτηρία, -ας, ἡ    (< σωτήρ),    [in LXX for יֶשַׁע, יְשׁוּעָה, תְּשׁוּעָה, פְּלֵיטָה, etc. ;]     deliverance, preservation, salvation, safety (Lat. salus): Ac 7:25 27:34, He 11:7; ἐξ ἐχθρῶν, Lk 1:71. In NT esp. of Messianic and spiritual salvation (v.s. σώζω): Lk 19:9, Jo 4:22, Ac 4:12 13:47, Ro 11:11,   II Th 2:13, II Ti 3:15, He 2:3 6:9, II Pe 3:15, Ju 3; opp. to ἀπηώλεια, Phl 1:28; αἰώνιος-., He 5:9; ὁ λόγος (τὸ εὐαγγέλιον) τῆς σ., Ac 13:26, Eph 1:13; ὁδὸς σωτηρίας, Ac 16:17; κέρας σωτηρίας, Lk 1:69; ἡμέρα σωτηρίας, II Co 6:2 (LXX); κατεργάζεσθαι τὴν ἑαυτοῦ σ., Phl 2:12; κληρονομεῖν σ., He 1:14; ὁ ἀρχηγὸς τῆς σ., He 2:10; εἰς σ., Ro 1:16 10:1, 10, I Pe 2:2; σ. as a present possession (v.s. σώζω), Lk 1:77, II Co 1:6 7:10, Phl 1:19, II Ti 2:10; as more fully realized in the future: Ro 13:11, I Th 5:8, 9, He 9:28, I Pe 1:5, 9, 10, Re 7:10 12:10 19:1.†	【人物】ソステネ：①ユダヤ人の会堂管理者：使 18:17。②キリスト者：コリ一 1:1。
4992	σωτήριος	5 σωτήριος, -ον    (< σωτήρ),    [in LXX for יְשׁוּעָה, שֶׁלֶם, etc. ;]    saving, bringing salvation, in NT always in spiritual sense (v.s. σώζω, σωτηρία): ἡ χάρις ἡ σ., Tit 2:11. Neut., -τὸ σ., as subst. (cl.), salvation: Lk 2:30; τ. σ. τ. θεοῦ, Lk 3:6, Ac 28:28; περικεφαλαίαν τοῦ σ., Eph 6:17.†	【人物】ソシパテロ：ロマ 16:21。
4993	σωφρονέω	6 * σωφρονέω, -ῶ    (< σώφρων),     to be of sound mind or in one's right mind: Mk 5:15, Lk 8:35; opp. to ἐκστῆναι, II Co 5:13 (Hdt.);    to be temperate, discreet, self-controlled (opp. to μαίνεσθαι, ὑβρίζειν, etc.; Æsch., Thuc., al.): Tit 2:6; opp. to ὑπερφρονεῖν, Ro 12:3; σ. καὶ νήφειν, I Pe 4:7.†	【語義】（< σώζω）救い主、救助者、保護者（プトレマイオス朝・ローマ期の王たちの称号としてもよく用いられた）。神について：ルカ 1:47、テモ一 1:1、2:3、4:10、テト 1:3、2:10、3:4、ユダ 25；キリストについて：ルカ 2:11、使 5:31、13:23、ピリ 3:20；τ. κόσμου「世の救い主」：ヨハ 4:42、ヨハ一 4:14；ἡμῶν「私たちの救い主」：テモ二 1:10、テト 1:4、3:6；θεὸς（κύριος）καὶ σ.「神（主）にして救い主」：テト 2:13、ペテ二 1:1、11、2:20、3:2、18；σ. τοῦ σώματος「体（教会）の救い主」：エペ 5:23。
4994	σωφρονίζω	1 ** σωφρονίζω     [in Aq.: Is 38:16 * ;]     to make σώφρων, recall one to his senses, control (RV, train): c. acc. pers., Tit 2:4.†	【語義】（< σωτήρ）救出、保護、救い、安全：使 7:25、27:34、ヘブ 11:7；ἐξ ἐχθρῶν「敵からの」：ルカ 1:71。新約では特にメシア的・霊的な救いについて：ルカ 19:9、ヨハ 4:22、使 4:12、13:47、ロマ 11:11、テサ二 2:13、テモ二 3:15、ヘブ 2:3、6:9、ペテ二 3:15、ユダ 3；ἀπώλεια と対比：ピリ 1:28；αἰώνιος σ.「永遠の救い」：ヘブ 5:9；ὁ λόγος（τὸ εὐαγγέλιον）τῆς σ.「救いのことば（福音）」：使 13:26、エペ 1:13；ὁδὸς σωτηρίας「救いの道」：使 16:17；κέρας σωτηρίας「救いの角」：ルカ 1:69；ἡμέρα σωτηρίας「救いの日」：コリ二 6:2（七十人訳）；κατεργάζεσθαι τὴν ἑαυτοῦ σ.「自分の救いを成し遂げる」：ピリ 2:12；ὁ ἀρχηγὸς τῆς σ.「救いの創始者」：ヘブ 2:10；εἰς σ.「救いに至る」：ロマ 1:16、10:1、10、ペテ一 2:2。現在すでに持つものとしての救い：ルカ 1:77、コリ二 1:6、7:10、ピリ 1:19、テモ二 2:10；将来より完全に実現するものとしての救い：ロマ 13:11、テサ一 5:8、9、ヘブ 9:28、ペテ一 1:5、9、10、黙 7:10、12:10、19:1。
4995	σωφρονισμός	1 *† σωφρονισμός, -οῦ, ὁ    (< σωφρονίζω),     an admonishing (FlJ, Plut., al.);    self-control, self-discipline: II Ti 1:7 (on the reflexive meaning here, v. Ellic., in l.).†	【語義】（< σωτήρ）救いをもたらす（新約では常に霊的な意味で）：ἡ χάρις ἡ σ.「救いをもたらす恵み」：テト 2:11。中性名詞的に τὸ σ.「救い」：ルカ 2:30；τ. σ. τ. θεοῦ「神の救い」：ルカ 3:6、使 28:28；περικεφαλαίαν τοῦ σ.「救いのかぶと」：エペ 6:17。
4996	σωφρόνως	1 ** σωφρόνως      adv.,     [in LXX: Wi 9:11 * ;]    with sound mind, prudently, soberly: Tit 2:12.†	【語義】（< σώφρων）正常な心を持つ、正気である：マコ 5:15、ルカ 8:35；ἐκστῆναι（理性を失う）と対比：コリ二 5:13。慎み深い、自分を制する：テト 2:6；ὑπερφρονεῖν（高ぶる）と対比：ロマ 12:3；σ. καὶ νήφειν「慎み深く、目を覚ましている」：ペテ一 4:7。
4997	σωφροσύνη	3 ** σωφροσύνη, -ης, ἡ     [in LXX: Es 3:13, Wi 8:7, II Mac 4:37, IV Mac 6 * ;]    soundness of mind, good sense, sanity (opp. to μανία, Xen.): Ac 26:25;    self-control, sobriety: I Ti 2:9 (v. Tr., Syn., § xx), ib. 15.†	【語義】σώφρων にする、自分を取り戻させる、慎みを教える：acc. 人称を伴って：テト 2:4。
4998	σώφρων	4 ** σώφρων, -ον     [in LXX: IV Mac 9 * ;]    of sound mind, sane, sensible;    self-controlled, sober-minded: I Ti 3:2, Tit 1:8 2:2, 5 (Arist.).†	【語義】（< σωφρονίζω）戒め；自制、自己訓練：テモ二 1:7。
5000	Ταβειθά	2 Ταβειθά (Rec. Ταβιθά), ἡ  (Aram. טַבְיְתָא or טְבִיתָא),    Tabitha: Ac 9:36, 40 (cf. Δορκάς).†	【語義】（副詞）健全な心をもって、思慮深く、慎み深く：テト 2:12。
4999	ταβέρνη	1 (KJV) *† ταβέρνη   (Lat. taberna), v.s. Τρεῖς Ταβέρναι.	【語義】心の健全さ、まともな判断力、正気（μανία と対比）：使 26:25。自制、慎み：テモ一 2:9、15。
5001	τάγμα	1 τάγμα, -τος, τό    (< τάσσω),    [in LXX chiefly for דֶּגֶל, also for חַיָּה, רַגְלִי ;]    that which has been arranged or placed in order; esp. as military term, a company, troop, division, rank: metaph., I Co 15:23 (v. ICC, in l.).†	【語義】正常な心を持つ、思慮深い；自制心がある、慎み深い：テモ一 3:2、テト 1:8、2:2、5。
5002	τακτός	1 τακτός, -ή, -όν    (< τάσσω),    [in LXX: Jb 12:5 (שַׁאֲנָן) * ;]    ordered, fixed, stated: ἡμέρα, Ac 12:21,†	【人物】タビタ：使 9:36、40（→ Δορκάς を参照）。
5003	ταλαιπωρέω	1 ταλαιπωρέω, -ῶ    (< ταλαίπωρος),    [in LXX Chiefly for שָׁדַד pu. ;]     to do hard labour, suffer hardship or distress: Ja 4:9.    In cl. occasionally trans., to weary, distress (so Ps 16 (17):9, Is 33:1).†	→ Τρεῖς Ταβέρναι の項を参照。
5004	ταλαιπωρία	2 ταλαιπωρία, -ας, ἡ        (< ταλαίπωρος)    [in LXX chiefly for שֹׁד ;]     hard work (Hippocr.).    hardship, suffering, distress: Ro 3:16 (LXX) pl., Ja 5:1 (v. B1., § 32, 6; WM, 220; Swete, Mk., 153).    (Hdt., Thuc., al.; and cf. MM, xxiv.)†	【語義】（< τάσσω）整えられ、順序立てられたもの、特に軍事用語で「隊、部隊、階級」：比喩的に：コリ一 15:23。
5005	ταλαίπωρος	2 ταλαίπωρος, -ον     [in LXX: Ps 136 (137):8 (שָׁדַד), Is 33:1 (ποιεῖν τ., שָׁדַד), To 13:10, Wi 3:11, al. ;]     distressed, miserable, wretched: Ro 7:24, Re 3:17.†	【語義】（< τάσσω）定められた、決められた：ἡμέρα「定められた日」：使 12:21。
5006	ταλαντιαῖος	1 * ταλαντιαῖος, -α, -ον    (< τάλαντον),     worth a talent;    of a talent's weight: Re 16:21.†	【語義】（< ταλαίπωρος）骨折って働く、苦しみ・困窮を受ける：ヤコ 4:9。
5007	τάλαντομ	14 τάλαντον, -ου, τό     [in LXX for כִּכָּר ;]     a balance (Hom.).    that which is weighed, a talent;      a talent in weight (in Horn. always of gold);    a sum of money, whether gold or silver, equivalent to a talent in weight (v. DB, iii, 418 ff.): Mt 18:24 25:15ff.†	【語義】（< ταλαίπωρος）労苦；苦しみ、困窮、悲惨：ロマ 3:16（七十人訳）；複数形：ヤコ 5:1。
5008	ταλειθά	1 ταλειθά (Rec. ταλιθά),  (Aram. טְלִיתָא, v. Dalman, Gr., 150),    talitha, i.e. maiden: Mk 5:41.†	【語義】苦しめられた、悲惨な、惨めな：ロマ 7:24、黙 3:17。
5009	ταμεῖον	4 ταμεῖον    (late syncopated form of cl. ταμιεῖον; v. M, Pr., 44 f.; Bl., § 6, 5; Thackeray, Gr., 63 ff.; Deiss., BS, 182 f.), -ου, τό,    [in LXX chiefly for חֶדֶר ;]     a treasury (Thuc., al).    a store-chamber (Arist., Xen.; De 28:8): Lk 12:24.    an inner chamber (Xen., Hell., v, 4, 5 ; Is 26:20, al.): Mt 6:6 24:26, Lk 12:3.†	【語義】（< τάλαντον）一タラントの価値・重さがある：黙 16:21。
